Url,BathroomCount,BedroomCount,ConstructionYear,District,FloodingZone,Furnished,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
https://www.immoweb.be/en/classified/house/for-rent/jodoigne/1370/20013355,2.0,3,0.0,nivelles,null,0.0,0.0,0.0,semi_equipped,140.0,jodoigne,0.0,3.0,C,1370,1100,20013355,walloon_brabant,wallonie,0.0,1.0,good,house,0.0,0.0,0.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/ottignies-louvain-la-neuve/1348/20013354,2.0,4,0.0,nivelles,null,0.0,0.0,0.0,hyper_equipped,145.0,ottignies-louvain-la-neuve,25.0,4.0,B,1348,1800,20013354,walloon_brabant,wallonie,0.0,1.0,as_new,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/etterbeek/1040/11470956,2.0,5,1920.0,brussels,null,0.0,1.0,100.0,hyper_equipped,360.0,etterbeek,1.0,3.0,E,1040,3800,11470956,brussels,brussels,0.0,2.0,as_new,house,0.0,0.0,1.0,5.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/edegem/2650/20013220,1.0,3,0.0,antwerp,null,0.0,0.0,0.0,installed,145.0,edegem,0.0,2.0,C,2650,1550,20013220,antwerp,flanders,0.0,0.0,just_renovated,house,300.0,0.0,0.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/crisnee/4367/20013203,1.0,3,2023.0,waremme,null,0.0,1.0,200.0,installed,100.0,crisnée,150.0,3.0,A+,4367,1200,20013203,liège,wallonie,0.0,0.0,good,house,350.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/crisnee/4367/20013201,1.0,3,2023.0,waremme,null,0.0,1.0,200.0,installed,100.0,crisnée,150.0,3.0,A+,4367,1200,20013201,liège,wallonie,0.0,0.0,good,house,350.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/overijse/3090/11470786,1.0,3,0.0,halle-vilvoorde,null,0.0,0.0,0.0,hyper_equipped,119.0,overijse,0.0,4.0,D,3090,1600,11470786,flemish_brabant,flanders,0.0,0.0,null,bungalow,824.0,0.0,1.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/sint-niklaas/9100/11470756,1.0,2,0.0,sint-niklaas,null,0.0,0.0,0.0,null,90.0,sint-niklaas,0.0,2.0,B,9100,755,11470756,east_flanders,flanders,0.0,0.0,null,house,60.0,0.0,1.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/sint-eloois-winkel/8880/11470721,1.0,3,0.0,roeselare,non_flood_zone,0.0,0.0,0.0,null,157.0,sint-eloois-winkel,0.0,3.0,C,8880,930,11470721,west_flanders,flanders,1.0,0.0,as_new,house,336.0,0.0,0.0,1.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/meise/1860/11470704,1.0,4,0.0,halle-vilvoorde,non_flood_zone,0.0,1.0,198.0,installed,240.0,meise,0.0,4.0,NULL,1860,1850,11470704,flemish_brabant,flanders,0.0,0.0,as_new,house,396.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/heers/3870/11470702,1.0,1,1850.0,tongeren,non_flood_zone,0.0,0.0,0.0,semi_equipped,100.0,heers,300.0,3.0,D,3870,700,11470702,limburg,flanders,0.0,0.0,just_renovated,apartment_block,161.0,0.0,1.0,1.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/mechelen/2800/11470689,1.0,4,2024.0,mechelen,non_flood_zone,0.0,0.0,0.0,hyper_equipped,120.0,mechelen,0.0,2.0,B,2800,1250,11470689,antwerp,flanders,0.0,0.0,as_new,house,80.0,0.0,1.0,1.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/spiere-helkijn/8587/20013146,1.0,3,0.0,kortrijk,null,0.0,1.0,38.0,null,160.0,spiere-helkijn,0.0,0.0,A,8587,850,20013146,west_flanders,flanders,12.0,0.0,just_renovated,house,135.0,0.0,0.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/gullegem/8560/20013105,1.0,4,1932.0,kortrijk,non_flood_zone,0.0,0.0,0.0,null,288.0,gullegem,0.0,2.0,D,8560,1025,20013105,west_flanders,flanders,1.0,0.0,as_new,house,420.0,0.0,0.0,3.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/brussels-city/1000/20013101,4.0,7,1929.0,brussels,non_flood_zone,0.0,0.0,0.0,hyper_equipped,600.0,brussels_city,0.0,2.0,NULL,1000,6800,20013101,brussels,brussels,0.0,4.0,as_new,mansion,0.0,0.0,1.0,4.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/woluwe-saint-pierre/1150/20013100,3.0,5,2008.0,brussels,non_flood_zone,0.0,1.0,126.0,hyper_equipped,200.0,woluwe-saint-pierre,0.0,3.0,B,1150,3750,20013100,brussels,brussels,0.0,3.0,as_new,villa,175.0,0.0,1.0,3.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/ciney/5590/11470682,1.0,3,0.0,dinant,null,0.0,1.0,40.0,installed,150.0,ciney,0.0,2.0,NULL,5590,950,11470682,namur,wallonie,0.0,0.0,just_renovated,house,0.0,0.0,1.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/boortmeerbeek/3191/11470581,1.0,3,0.0,leuven,non_flood_zone,0.0,0.0,0.0,installed,225.0,boortmeerbeek,0.0,4.0,C,3191,1985,11470581,flemish_brabant,flanders,0.0,0.0,good,house,4532.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/deinze/9800/20013006,1.0,4,2022.0,gent,null,0.0,0.0,0.0,hyper_equipped,240.0,deinze,0.0,0.0,A,9800,1350,20013006,east_flanders,flanders,12.0,0.0,good,house,491.0,0.0,0.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/sint-pieters-woluwe/1150/11470290,3.0,6,1969.0,brussels,null,0.0,0.0,0.0,usa_hyper_equipped,370.0,sint-pieters-woluwe,0.0,3.0,D,1150,3455,11470290,brussels,brussels,0.0,0.0,just_renovated,house,530.0,0.0,1.0,3.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/tournai/7500/11470271,1.0,1,0.0,tournai,null,0.0,0.0,0.0,installed,66.0,tournai,0.0,3.0,E,7500,600,11470271,hainaut,wallonie,0.0,0.0,as_new,house,32.0,0.0,0.0,1.0,1,residential_monthly_rent
